Jurisidction Name,Key Law Original Title,Key Law English Translated Title ,Key Law Corpus Identifier,In Effect/Repealed/NYIF (Not Yet In Force),Originally Passed ,Currently Applicable,"Sector: Public, Private, or Both (From Tables) ",First Privacy Law,This Law Promulgated,Last: Latest Revision,International Agreements (From Tables),Member (From Tables),Original Language,Document Source: Original ,Government Website? ,Document Source: English ,Translation Type ,Starting Source,Plain Text File Directory File Path ,Date of Retrieval of Original,Date of Retrieval of English Translation,Comments/Notes,
Serbia,"Odluka o Listi dr≈æava, delova njihovih teritorija ili jednog ili vi≈°e sektora odreƒëenih delatnosti u tim dr≈æavama i meƒëunarodnih organizacija u kojima se smatra da je obezbeƒëen primereni nivo za≈°tite podataka o liƒçnosti","Decision on the List of Countries, Parts of Their Territories or One or More Sectors of Certain Activities in Those Countries and International Organisations where it is Considered That an Adequate Level of Protection of Personal Data is Ensured","Serbia (Odluka o Listi država, delova njihovih teritorija ili jednog ili više sektora određenih delatnosti u tim državama i međunarodnih organizacija u kojima se smatra da je obezbeđen primereni nivo zaštite podataka o ličnosti).txt",In Effect,Serbia,Serbia,[Not Applicable],2008,2019,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,"https://www.poverenik.rs/sr-yu/%D0%BF%D0%BE%D0%B4%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%81%D0%BA%D0%B8-%D0%B0%D0%BA%D1%82%D0%B84/3163-%D0%BE%D0%B4%D0%BB%D1%83%D0%BA%D0%B0-%D0%BE-%D0%BB%D0%B8%D1%81%D1%82%D0%B8-%D0%B4%D1%80%D0%B6%D0%B0%D0%B2%D0%B0,-%D0%B4%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0-%D1%9A%D0%B8%D1%85%D0%BE%D0%B2%D0%B8%D1%85-%D1%82%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D1%98%D0%B0-%D0%B8%D0%BB%D0%B8-%D1%98%D0%B5%D0%B4%D0%BD%D0%BE%D0%B3-%D0%B8%D0%BB%D0%B8-%D0%B2%D0%B8%D1%88%D0%B5-%D1%81%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0-%D0%BE%D0%B4%D1%80%D0%B5%D1%92%D0%B5%D0%BD%D0%B8%D1%85-%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D1%83-%D1%82%D0%B8%D0%BC-%D0%B4%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D0%BC%D0%B0-%D0%B8-%D0%BC%D0%B5%D1%92%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D1%85-%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%98%D0%B0-%D1%83-%D0%BA%D0%BE%D1%98%D0%B8%D0%BC%D0%B0-%D1%81%D0%B5-%D1%81%D0%BC%D0%B0%D1%82%D1%80%D0%B0-%D0%B4%D0%B0-%D1%98%D0%B5-%D0%BE%D0%B1%D0%B5%D0%B7%D0%B1%D0%B5%D1%92%D0%B5%D0%BD-%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8-%D0%BD%D0%B8%D0%B2%D0%BE-%D0%B7%D0%B0%D1%88%D1%82%D0%B8%D1%82%D0%B5-%D0%BF%D0%BE%D0%B4%D0%B0%D1%82%D0%B0%D0%BA%D0%B0-%D0%BE-%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82%D0%B8.html",Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/serbia-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Serbia,ODLUKU O UTVRƒêIVANjU STANDARDNIH UGOVORNIH KLAUZULA,Decision on Determining Standard Contractual Clauses,Serbia (ODLUKU O UTVRĐIVANjU STANDARDNIH UGOVORNIH KLAUZULA).txt,In Effect,Serbia,Serbia,[Not Applicable],2008,2020,[None],ICCPR+OP; CoE108(RP),CoE,Bosnian,https://www.poverenik.rs/images/stories/dokumentacija-nova/podzakonski-akti/Klauzulelat.docx,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/serbia-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Serbia,–ó–∞—à—Ç–∏—Ç–∞ –ø–æ–¥–∞—Ç–∞–∫–∞ –æ –ª–∏—á–Ω–æ—Å—Ç–∏: —Å—Ç–∞–≤–æ–≤–∏ –∏ –º–∏—à—ô–µ—ö–∞ –ü–æ–≤–µ—Ä–µ–Ω–∏–∫–∞,"Personal Data Protection: Guidelines issued in 2019, concerning video surveillance, processing of sensitive data and other specific matters regulated in the Law",Serbia (Заштита података о личности- ставови и мишљења Повереника).txt,In Effect,Serbia,Serbia,[Not Applicable],2008,2019,[None],ICCPR+OP; CoE108(RP),CoE,Serbian,Cybersecurity Review Measures,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/serbia-data-protection-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/28/21,6/28/21,[Not Applicable],
Seychelles,"Data Protection Act, 2002",[Not Applicable],"Seychelles (Data Protection Act, 2002).txt",NYIF?,Seychelles,Seychelles,Both,2002,2002,2002,ICCPR+OP,AU; SADC,English,"https://seylii.org/sc/legislation/act/2002/9#:~:text=(1)%20A%20person%20shall%20not,being%20contained%20in%20the%20register.&text=to%20any%20country%20outside%20Seychelles,country%20named%20in%20the%20entry.",N,[Not Applicable],[Not Applicable],Greenleaf 2019,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection Act (PDPA),[Not Applicable],Singapore(Personal Data Protection Act (PDPA).txt,In Effect,Singapore,Singapore,Private,2012,2012,2019,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/Act/PDPA2012/Historical/20161002?DocDate=20160929&ValidDate=20161002,Y,[Not Applicable],[Not Applicable],Greenleaf 2019,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Cybersecurity Act (No. 9 of 2018),[Not Applicable],Singapore (Cybersecurity Act (No. 9 of 2018)).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2018,2018,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/Acts-Supp/9-2018/Published/20180312?DocDate=20180312,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/jurisdiction/singapore,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection (Statutory Bodies) Notification 2013,[Not Applicable],Singapore (Personal Data Protection (Statutory Bodies) Notification 2013).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2013,2013,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://www.dataguidance.com/sites/default/files/Personal_Data_Protection_Statutory_Bodies_Notification_2013.pdf,N,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection (Prescribed Law Enforcement Agencies) Notification 2014,[Not Applicable],Singapore (Personal Data Protection (Prescribed Law Enforcement Agencies) Notification 2014).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2014,2014,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/SL/PDPA2012-S368-2014/Historical/20140702?DocDate=20210129&ValidDate=20140702,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection (Prescribed Law Enforcement Agency) Notification 2020,[Not Applicable],Singapore (Personal Data Protection (Prescribed Law Enforcement Agency) Notification 2020).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2020,2020,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/SL/PDPA2012-S272-2020?DocDate=20200414,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection (Prescribed Healthcare Bodies) Notification 2015,[Not Applicable],Singapore (Personal Data Protection (Prescribed Healthcare Bodies) Notification 2015).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2015,2015,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/SL/PDPA2012-S90-2015?DocDate=20150227,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Personal Data Protection (Do Not Call Registry) Regulations 2013,[Not Applicable],Singapore (Personal Data Protection (Do Not Call Registry) Regulations 2013).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2013,2013,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/SL/PDPA2012-S709-2013?DocDate=20150529,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Banking Act (Chapter 19) 1971,[Not Applicable],Singapore (Banking Act (Chapter 19) 1971).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,1971,2008,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://sso.agc.gov.sg/Act/BA1970,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,"Provisions of laws predating the PDPA, such as this one, prevail in the event of any inconsistencies",
Singapore,Advisory Guidelines on Key Concepts in the Personal Data Protection Act,[Not Applicable],Singapore (Advisory Guidelines on Key Concepts in the Personal Data Protection Act).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2013,2021,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Advisory-Guidelines/AG-on-Key-Concepts/Advisory-Guidelines-on-Key-Concepts-in-the-PDPA-1-Feb-2021.pdf?la=en,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Advisory Guidelines on the Personal Data Protection Act for Selected Topics,[Not Applicable],Singapore (Advisory Guidelines on the Personal Data Protection Act for Selected Topics).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2013,2019,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Advisory-Guidelines/AG-on-Selected-Topics/Advisory-Guidelines-on-PDPA-for-Selected-Topics-9-Oct-2019.pdf,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Advisory Guidelines on Enforcement of Data Protection Provisions,[Not Applicable],Singapore (Advisory Guidelines on Enforcement of Data Protection Provisions).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2016,2021,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Advisory-Guidelines/Advisory-Guidelines-on-Enforcement-of-DP-Provisions-1-Feb-2021.pdf?la=en,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Singapore,Guide to Data Protection by Design for ICT Systems,[Not Applicable],Singapore (Guide to Data Protection by Design for ICT Systems).txt,In Effect,Singapore,Singapore,[Not Applicable],2012,2019,2019,CBPRs(S); CPTPP(R),APEC; ASEAN,English,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Other-Guides/Guide-to-Data-Protection-by-Design-for-ICT-Systems-(310519).pdf,Y,[Not Applicable],[Not Applicable],https://www.dataguidance.com/notes/singapore-data-protection-overview,gpi-corpus/laws/plain text files/english text files/original english text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,o ochrane osobn√Ωch √∫dajov a o zmene a doplnen√≠ niektor√Ωch z√°konov,Act No. 18/2018 on the Protection of Personal Data and on Amendments to Certain Acts,Slovakia (Act No. 18_2018 on the Protection of Personal Data and on Amendments to Certain Acts).txt,In Effect,Slovakia,Slovakia,Both,1992,2017,2017,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak/English,https://www.slov-lex.sk/static/pdf/2018/18/ZZ_2018_18_20180525.pdf,Y,https://dataprotection.gov.sk/uoou/sites/default/files/act_18_2018_on_personal_data_protection_and_amending_and_supplementing_c.pdf#overlay-context=sk/content/182018,Official Translation,Greenleaf 2019,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,V Y H L √Å ≈† K A √öradu na ochranu osobn√Ωch √∫dajov Slovenskej republiky z 29. m√°ja 2018 o postupe pri posudzovan√≠ vplyvu na ochranu osobn√Ωch √∫dajov,Decree No. 158/2018 Coll. of the Office for Personal Data Protection on Personal Data Impact Assessment Procedure,Slovakia (Decree No. 158_2018 Coll. of the Office for Personal Data Protection on Personal Data Impact Assessment Procedure).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/zz_2018_158_20180615.pdf,Y,[None],Non-Government Machine,https://www.dataguidance.com/notes/slovakia-national-gdpr-implementation-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Metodika s√∫ladu sprac√∫vania osobn√Ωch √∫dajov v prostred√≠ ≈°k√¥l,Methodology of compliance of personal data processing in the school environment,Slovakia (Methodology of compliance of personal data processing in the school environment).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2019,2019,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/metodika_suladu_spracuvania_osobnych_udajov_v_prostredi_skol.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Metodick√© usmernenie ƒç. 2/2018 Z√°konnos≈• sprac√∫vania Aktualizovan√° verzia zo d≈àa 22.01.2019,Methodological guideline no. 2/2018 - Legality of processing. Updated version from 22.01.2019,Slovakia (Methodological guideline no. 2_2018 - Legality of processing. Updated version from 22.01.2019).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2019,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/zakonnost_aktualizovana_verzia_22.01.2019.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Stanovisko √öOO√ö SR k doruƒçovaniu p√≠somnost√≠ v spr√°vnom konan√≠ a nazeranie do administrat√≠vneho spisu,Opinion of the √öOO√ö SR on the delivery of documents in administrative proceedings and inspection of the administrative file,Slovakia (Opinion of the ÚOOÚ SR on the delivery of documents in administrative proceedings and inspection of the administrative file).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/stanovisko_uoou_sr_k_dorucovaniu_pisomnosti_a_nazerania_do_spisu_0.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Postavenie pr√°vnick√Ωch os√¥b a fyzick√Ωch os√¥b ‚Äì podnikateƒæov z pohƒæadu ochrany osobn√Ωch √∫dajov,The position of legal entities and natural persons - entrepreneurs from the point of view of personal data protection,Slovakia (The position of legal entities and natural persons - entrepreneurs from the point of view of personal data protection).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/postavenie_pravnickych_osob_a_fyzickych_osob_-_podnikatelov_pdf.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,"POJMY ""Z√ÅKLADN√â PR√ÅVA A SLOBODY"" VERZUS ""PR√ÅVA A SLOBODY"" - A AKO ICH IDENTIFIKOVA≈§","THE TERMS ""FUNDAMENTAL RIGHTS AND FREEDOMS"" VERSION ""RIGHTS AND FREEDOMS"" - AND HOW TO IDENTIFY THEM",Slovakia (THE TERMS _22FUNDAMENTAL RIGHTS AND FREEDOMS_22 VERSION _22RIGHTS AND FREEDOMS_22 - AND HOW TO IDENTIFY THEM).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/en/node/535,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Spr√°vca fan√∫≈°ikovskej str√°nky umiestnenej na soci√°lnej sieti v postaven√≠ prev√°dzkovateƒæa,The administrator of a fan site placed on a social network in the position of the operator,Slovakia (The administrator of a fan site placed on a social network in the position of the operator).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/spravca_fanusikovskej_stranky_umiestnenej_na_socialnej_sieti_v_postaveni_prevadzkovatela.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Kedy Nariadenie a kedy z√°kon o ochrane osobn√Ωch √∫dajov?,When Regulation and when the Personal Data Protection Act,Slovakia (When Regulation and when the Personal Data Protection Act_).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/kedy_zakon_kedy_nariadeniepdff.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,K oznamovaniu urƒçenia zodpovednej osoby a jej kontaktn√Ωch √∫dajov √∫radu podƒæa novej pr√°vnej √∫pravy,To notify the designation of the responsible person and his contact details to the Office under the new legislation,Slovakia (To notify the designation of the responsible person and his contact details to the Office under the new legislation).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/k_oznamovaniu_urcenia_zodpovednej_osoby_a_jej_kontaktnych_udajov_uradu_podla_novej_pravnej_upravy.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Opr√°vnen√° osoba a pouƒçenie opr√°vnenej osoby podƒæa novej pr√°vnej √∫pravy,Authorized person and instructions of the authorized person according to the new legislation,Slovakia (Authorized person and instructions of the authorized person according to the new legislation).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/opravnena_osoba_a_poucenie_opravnenej_osoby_podla_novej_pravnej_upravy.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Metodiky √∫radu pre mest√° a obce,Methodologies of the Office for Towns and Municipalities,Slovakia (Methodologies of the Office for Towns and Municipalities).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/en/node/487,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,30 krokov s√∫ladu s novou pr√°vnou √∫pravou ochrany osobn√Ωch √∫dajov,30 steps to comply with the new data protection legislation,Slovakia (30 steps to comply with the new data protection legislation).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2018,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/30_krokov_suladu_0.pdf,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Povinnosti prev√°dzkovateƒæa e-shopu z pohƒæadu ochrany osobn√Ωch √∫dajov. Aktualizovan√° verzia zo d≈àa 18.02.2020,Data Protection Obligations of e-Commerce Providers,Slovakia (Data Protection Obligations of e-Commerce Providers).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2018,2020,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sk/content/povinnosti-prevadzkovatela-e-shopu-z-pohladu-ochrany-osobnych-udajov-aktualizovana-verzia-zo,Y,[None],Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
Slovakia,Z√ÅKONN√â SPRAC√öVANIE OSOBN√ùCH √öDAJOV PRI KLINICKOM SK√ö≈†AN√ç,Lawfulness of Processing of Personal Data in Clinical Trials,Slovakia (Lawfulness of Processing of Personal Data in Clinical Trials).txt,In Effect,Slovakia,Slovakia,[Not Applicable],1992,2019,2019,ICCPR+OP; EU(M); CoE108(RP),EU; CoE; OECD,Slovak,https://dataprotection.gov.sk/uoou/sites/default/files/zakonne_spracuvanie_osobnych_udajov_pri_klinickom_skusani.pdf,Y,https://dataprotection.gov.sk/uoou/sites/default/files/list_of_processing_operations_which_are_subject_to_the_requirement_for_dpia.pdf,Non-Government Machine,https://dataprotection.gov.sk/uoou/sk/main-content/metodiky-uradu https://www.dataguidance.com/notes/slovakia-national-gdpr-implementation-overview,gpi-corpus/laws/plain text files/english text files/english translated text files,6/8/21,6/8/21,[Not Applicable],
